"entity_id","MEDICATION"
"02247600","BOOSTRIX (TETANUS TOXOID 20UNIT, DIPHTHERIA TOXOID 2UNIT, PERTACTIN 2.5µG, FILAMENTOUS HAEMAGGLUTININ 8µG, PERTUSSIS TOXOID 8µG)"
"02253690","PHL-SIMVASTATIN (SIMVASTATIN 5MG)"
"02241928","PMS-FLUPHENAZINE DECANOATE (FLUPHENAZINE DECANOATE 100MG)"
"02241927","RITUXAN (RITUXIMAB 10MG)"
"02247606","DOM-LEVO-CARBIDOPA (CARBIDOPA 25MG, LEVODOPA 100MG)"
"01913433","NOVO-DOXEPIN CAP 50MG USP (DOXEPIN HYDROCHLORIDE 50MG)"
"02247607","DOM-CLONIDINE (CLONIDINE HYDROCHLORIDE .1MG)"
"02330547","PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION (PIPERACILLIN (PIPERACILLIN SODIUM) 12G, TAZOBACTAM (TAZOBACTAM SODIUM) 1.5G)"
"02247608","DOM-CLONIDINE (CLONIDINE HYDROCHLORIDE .2MG)"
"02256800","RATIO-LISINOPRIL P (LISINOPRIL 10MG)"
"00795860","MEVACOR (LOVASTATIN 20MG)"
"00037850","SODIUM CHLORIDE INJECTION 5% (SODIUM CHLORIDE 50MG)"
"02303108","HEPARIN SODIUM INJECTION USP       (MULTIDOSE VIAL-WITH PRESERVATIVE) (HEPARIN SODIUM 10000UNIT)"
"00029149","FUNGIZONE INTRAVENOUS INJECTION 50MG (AMPHOTERICIN B 50MG)"
"02326515","AMOXI-CLAV (CLAVULANIC ACID (POTASSIUM CLAVULANATE) 125MG, AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 500MG)"
"02236819","TEVA-AZATHIOPRINE (AZATHIOPRINE 50MG)"
"01913441","NOVO-DOXEPIN CAP 75MG USP (DOXEPIN HYDROCHLORIDE 75MG)"
"02258935","APO-METHIMAZOLE (THIAMAZOLE 5MG)"
"02241933","VIOKASE 16 (PROTEASE 60000UNIT, LIPASE 16000UNIT, AMYLASE 60000UNIT)"
"02330555","PLAVIX (CLOPIDOGREL (CLOPIDOGREL BISULFATE) 300MG)"
"02241931","BLISTEX COMPLETE MOISTURE LIPBALM SPF 15 (OXYBENZONE 2.5%, OCTINOXATE 7.5%)"
"00795852","MEVACOR (LOVASTATIN 40MG)"
"02247621","CHLORAL HYDRATE SYRUP ODAN (CHLORAL HYDRATE 100MG)"
"02338971","ULTIMATE SPORT SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 4%, OXYBENZONE 5%, OCTISALATE 5%, HOMOSALATE 15%)"
"02330520","RATIO-IRBESARTAN HCTZ (IRBESARTAN 300MG, HYDROCHLOROTHIAZIDE 12.5MG)"
"02291568","25 CREME 410 (TITANIUM DIOXIDE 5%, OCTINOXATE 7.5%)"
"02326523","AMOXI-CLAV (CLAVULANIC ACID (POTASSIUM CLAVULANATE) 125MG, AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 875MG)"
"02236807","PMS-VALPROIC ACID (VALPROIC ACID (SODIUM VALPROATE) 250MG)"
"02236808","DIOVAN 80MG (VALSARTAN 80MG)"
"02236809","DIOVAN 160MG (VALSARTAN 160MG)"
"02241900","DIOVAN-HCT 80MG/12.5MG (VALSARTAN 80MG, HYDROCHLOROTHIAZIDE 12.5MG)"
"02256827","RATIO-TOPIRAMATE (TOPIRAMATE 25MG)"
"00037826","SODIUM CHLORIDE IRRIGATION 9MG/ML (SODIUM CHLORIDE 9MG)"
"02166313","NU-HYDROXYZINE (HYDROXYZINE HYDROCHLORIDE 10MG)"
"02241901","DIOVAN-HCT 160MG/12.5MG (VALSARTAN 160MG, HYDROCHLOROTHIAZIDE 12.5MG)"
"00795879","HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ) (INSULIN ISOPHANE (NPH) 70UNIT, INSULIN 30UNIT)"
"00037834","SODIUM CHLORIDE IRRIGATION 9MG/ML (SODIUM CHLORIDE 9MG)"
"02122030","ROSONE LOTION 0.05% (BETAMETHASONE DIPROPIONATE .05%)"
"02246103","ACETYLSALICYLIC ACID, CAFFEINE & 8 MG CODEINE PHOSPHATE TABLETS (CODEINE PHOSPHATE 8MG, ACETYLSALICYLIC ACID 375MG, CAFFEINE 15MG)"
"02338963","ESSENTIALS 1ST WRINKLES 1ÈRES RIDES DAY CREAM SPF 15 CRÈME DE JOUR SPF 15 (OXYBENZONE 4%, OCTISALATE 5%, OCTINOXATE 7.5%)"
"01990403","PMS-AMANTADINE HYDROCHLORIDE CAP 100MG (AMANTADINE HYDROCHLORIDE 100MG)"
"02241917","MARCAINE 7.5 MG/ML (BUPIVACAINE HYDROCHLORIDE 7.5MG)"
"02256819","RATIO-LISINOPRIL P (LISINOPRIL 20MG)"
"02241916","MARCAINE E 5.0 MG/ML (BUPIVACAINE HYDROCHLORIDE 5.0MG, EPINEPHRINE BITARTRATE 9.1µG)"
"02241915","MARCAINE E 2.5 MG/ML (BUPIVACAINE HYDROCHLORIDE 2.5MG, EPINEPHRINE BITARTRATE 9.1µG)"
"02241914","MARCAINE SPINAL 7.5 MG/ML (BUPIVACAINE HYDROCHLORIDE 7.5MG)"
"02241919","MARCAINE 5 MG/ML (BUPIVACAINE HYDROCHLORIDE 5.0MG)"
"02241918","MARCAINE 2.5 MG/ML (BUPIVACAINE HYDROCHLORIDE 2.5MG)"
"02341093","ACCEL-AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 5MG)"
"01913468","NOVO-DOXEPIN CAP 100MG USP (DOXEPIN HYDROCHLORIDE 100MG)"
"02330539","RATIO-IRBESARTAN HCTZ (IRBESARTAN 300MG, HYDROCHLOROTHIAZIDE 25MG)"
"02246109","DOM-FLUCONAZOLE (FLUCONAZOLE 100MG)"
"02246108","DOM-FLUCONAZOLE (FLUCONAZOLE 50MG)"
"02242914","TARO-ETODOLAC 200 MG (ETODOLAC 200MG)"
"02278103","PMS-FAMCICLOVIR (FAMCICLOVIR 250MG)"
"00569771","ZOVIRAX (ACYCLOVIR 5%)"
"00195057","NEO-MEDROL ACNE LOTION (NEOMYCIN SULFATE 2.5MG, SULFUR 50MG, ALUMINUM CHLOROHYDRATE 100MG, METHYLPREDNISOLONE ACETATE 2.5MG)"
"02242919","ROSASOL (METRONIDAZOLE 1.0%, AVOBENZONE 2.0%, OCTINOXATE 7.5%)"
"02373904","JAMP-INDAPAMIDE (INDAPAMIDE 1.25MG)"
"00237213","ZEASORB (ALDIOXA 0.2%, CHLOROXYLENOL 0.5%)"
"02252228","EXTRA STRENGTH MUSCLE & BACK PAIN ASA 500 MG METHOCARBAMOL 400 MG & ACETYLSALICYLIC ACID 500 MG (METHOCARBAMOL 400MG, ACETYLSALICYLIC ACID 500MG)"
"02242915","TARO-ETODOLAC (ETODOLAC 300MG)"
"02187108","SYNPHASIC 21 TABLETS (NORETHINDRONE 0.5MG, NORETHINDRONE 1.0MG, ETHINYL ESTRADIOL 0.035MG, ETHINYL ESTRADIOL 0.035MG)"
"00000663","ISOPTO CARBACHOL 3% (CARBACHOL 3%)"
"02325357","BUPROPION SR (BUPROPION HYDROCHLORIDE 150MG)"
"02241462","LOTION CALAMINE AVEC ANTIHISTAMINIQUE (CALAMINE 8%, DIPHENHYDRAMINE HYDROCHLORIDE 1%)"
"00713333","APO-PROCAINAMIDE CAP 375MG (PROCAINAMIDE HYDROCHLORIDE 375G)"
"02177838","PMS-CEPHALEXIN 250 - SUS 250MG/5ML (CEPHALEXIN 250MG)"
"02242925","APO-WARFARIN (WARFARIN SODIUM 2MG)"
"02242924","APO-WARFARIN (WARFARIN SODIUM 1MG)"
"02143186","HOT LEMON RELIEF REGULAR STRENGTH (PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, VITAMIN C (ASCORBIC ACID) 50MG, ACETAMINOPHEN 325MG)"
"02242920","MYLAN-HYDROXYUREA (HYDROXYUREA 500MG)"
"02242927","APO-WARFARIN (WARFARIN SODIUM 4MG)"
"02242926","APO-WARFARIN (WARFARIN SODIUM 2.5MG)"
"02242929","APO-WARFARIN (WARFARIN SODIUM 10MG)"
"02242928","APO-WARFARIN (WARFARIN SODIUM 5MG)"
"00754595","APO-BISACODYL SUP 10MG (BISACODYL 10MG)"
"00000655","ISOPTO CARBACHOL 1.5% (CARBACHOL 1.5%)"
"00836249","PMS-PIROXICAM (PIROXICAM 10MG)"
"02250675","EURO-ASA CHEWABLE TABLET (ACETYLSALICYLIC ACID 80MG)"
"02325365","ULTRA SHEER DRY-TOUCH SUNSCREEN SPF 100 (AVOBENZONE 3%, OCTOCRYLENE 10%, OXYBENZONE 6%, OCTISALATE 5%, HOMOSALATE 15%)"
"02241472","TAMIFLU CAPSULE 75MG (OSELTAMIVIR (OSELTAMIVIR PHOSPHATE) 75MG)"
"00713341","APO-PROCAINAMIDE CAP 500MG (PROCAINAMIDE HYDROCHLORIDE 500MG)"
"02177846","DOM-CEPHALEXIN - TAB 250MG (CEPHALEXIN 250MG)"
"02241488","EXPECTORANT (REGULAR STRENGTH) COUGH SYRUP (GUAIFENESIN 100MG)"
"00871028","VERAPAMIL TAB 80MG (VERAPAMIL HYDROCHLORIDE 80MG)"
"02242931","RATIO-METFORMIN (METFORMIN HYDROCHLORIDE 850MG)"
"02241489","DM-DECONGESTANT-EXPECTORANT (EXTRA STRENGTH) SYRUP (GUAIFENESIN 200MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"00411892","DRIXTAB TAB (DEXBROMPHENIRAMINE MALEATE 2MG, PSEUDOEPHEDRINE SULFATE 60MG)"
"02264455","EUTHYROX (LEVOTHYROXINE SODIUM 300µG)"
"02242934","LUSTRA-AF (HYDROQUINONE 4%, AVOBENZONE 3%, OCTINOXATE 7.5%)"
"02242933","LUSTRA (HYDROQUINONE 4%)"
"02187124","MOTRIN IB CAPLET - 200MG (IBUPROFEN 200MG)"
"02252201","MUSCLE & BACK PAIN ASA 325 MG METHOCARBAMOL 400 MG & ACETYLSALICYLIC ACID 325 MG (METHOCARBAMOL 400MG, ACETYLSALICYLIC ACID 325MG)"
"02290812","APO-TIMOP GEL (TIMOLOL (TIMOLOL MALEATE) 0.5%)"
"02250667","NU-HYDRO (HYDROCHLOROTHIAZIDE 50MG)"
"02241480","NORVIR SEC (RITONAVIR 100MG)"
"02241483","RIVA-NORFLOXACIN (NORFLOXACIN 400MG)"
"02325330","DILTIAZEM TZ (DILTIAZEM HYDROCHLORIDE 300MG)"
"02177811","PMS-CEPHALEXIN 125 - SUS 125MG/5ML (CEPHALEXIN 125MG)"
"02278111","PMS-FAMCICLOVIR (FAMCICLOVIR 500MG)"
"02242940","TEVA-RANITIDINE SOLUTION (RANITIDINE (RANITIDINE HYDROCHLORIDE) 15MG)"
"02264463","TRI-PHASIC WHITE DAY MILK LOTION SPF 15 (AVOBENZONE 2.44%, OCTISALATE 3.0%, OCTINOXATE 7.4%)"
"02103729","ZESTORETIC TAB 10/12.5MG (HYDROCHLOROTHIAZIDE 12.5MG, LISINOPRIL 10MG)"
"00836230","PMS-PIROXICAM (PIROXICAM 20MG)"
"00399779","NAUSEATOL (DIMENHYDRINATE 50MG)"
"02187116","SYNPHASIC 28 TABLETS (NORETHINDRONE 0.5MG, NORETHINDRONE 1.0MG, ETHINYL ESTRADIOL 0.035MG, ETHINYL ESTRADIOL 0.035MG)"
"02241490","DM-DECONGESTANT-EXPECTORANT SYRUP (GUAIFENESIN 100MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02250659","NU-HYDRO (HYDROCHLOROTHIAZIDE 25MG)"
"02325349","DILTIAZEM TZ (DILTIAZEM HYDROCHLORIDE 360MG)"
"02241494","DM CHILDREN'S COUGH SYRUP (DEXTROMETHORPHAN HYDROBROMIDE 7.5MG)"
"02241493","DM-DECONGESTANT SYRUP (PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02241492","DM-DECONGESTANT CHILDREN'S SYRUP (PSEUDOEPHEDRINE HYDROCHLORIDE 15MG, DEXTROMETHORPHAN HYDROBROMIDE 7.5MG)"
"02241491","DM-EXPECTORANT SYRUP (GUAIFENESIN 100MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"00453781","HEPARIN LEO INJ 25000UNIT/ML (HEPARIN SODIUM 25000UNIT)"
"02009277","CROMOLYN EYE DROPS (CROMOLYN SODIUM 2%)"
"02241497","VENTOLIN HFA (SALBUTAMOL (SALBUTAMOL SULFATE) 100µG)"
"02241496","JEAN MURRAT SHAMPOOING ANTI-PELLICULAIRE (PYRITHIONE ZINC 1.8%)"
"00713325","APO-PROCAINAMIDE CAP 250MG (PROCAINAMIDE HYDROCHLORIDE 250MG)"
"02241495","DM COUGH SYRUP (DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02373947","PMS-MONTELUKAST FC (MONTELUKAST (MONTELUKAST SODIUM) 10MG)"
"02177870","DOM-CEPHALEXIN 250 - SUS 250MG/5ML (CEPHALEXIN 250MG)"
"02246936","CHILDREN'S ALLERGY FORMULA (DIPHENHYDRAMINE HYDROCHLORIDE 6.25MG)"
"02103737","RATIO-CLONAZEPAM (CLONAZEPAM 2MG)"
"01926934","MYLAN-SALBUTAMOL STERINEBS P.F. (SALBUTAMOL (SALBUTAMOL SULFATE) 1MG)"
"02241424","HOT LEMON COUGH AND COLDS RELIEF DM (PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, DEXTROMETHORPHAN HYDROBROMIDE 30MG)"
"02290871","FLUIDE LIFT JOUR TOUTES PEAUX - MULTI RÉGÉNÉRANTE - SPF 15 (AVOBENZONE 2.5%, OCTOCRYLENE 2.0%, OCTISALATE 5.0%, OCTINOXATE 7.5%)"
"02264439","EUTHYROX (LEVOTHYROXINE SODIUM 175µG)"
"00713376","K-DUR (POTASSIUM CHLORIDE 1.5G)"
"02330164","NATURALYTE H-608 (DEXTROSE 49.49G, POTASSIUM CHLORIDE 6.71G, SODIUM CHLORIDE 263G, ACETIC ACID 10.8G, MAGNESIUM CHLORIDE 3.43G, CALCIUM CHLORIDE 9.92G)"
"02246930","RATIO-PRAVASTATIN (PRAVASTATIN SODIUM 10MG)"
"02246931","RATIO-PRAVASTATIN (PRAVASTATIN SODIUM 20MG)"
"02092808","RIFADIN (RIFAMPIN 300MG)"
"02246932","RATIO-PRAVASTATIN (PRAVASTATIN SODIUM 40MG)"
"02349469","ULTRAM (TRAMADOL HYDROCHLORIDE 50MG)"
"02252260","VIGAMOX (MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE) 0.5%)"
"02116472","SOLUPREP CHD-ALCOHOL-SPG-LIQ (CHLORHEXIDINE GLUCONATE .5%, ISOPROPYL ALCOHOL 70%)"
"02325314","DILTIAZEM TZ (DILTIAZEM HYDROCHLORIDE 180MG)"
"02242965","AVELOX (MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE) 400MG)"
"02242961","EPHEDRINE SULFATE INJECTION (EPHEDRINE SULFATE 50MG)"
"02177889","APO-CLONAZEPAM - TAB 0.5MG (CLONAZEPAM .5MG)"
"02242960","METHOXACET EXTRA STRENGTH (METHOCARBAMOL 400MG, ACETAMINOPHEN 500MG)"
"02264447","EUTHYROX (LEVOTHYROXINE SODIUM 200µG)"
"02330172","NATURALYTE H-200 (DEXTROSE 98.99G, POTASSIUM CHLORIDE 6.71G, SODIUM CHLORIDE 263G, ACETIC ACID 10.8G, MAGNESIUM CHLORIDE 3.43G, CALCIUM CHLORIDE 9.92G)"
"02252252","DOM-METOPROLOL-L (METOPROLOL TARTRATE 25MG)"
"02325322","DILTIAZEM TZ (DILTIAZEM HYDROCHLORIDE 240MG)"
"00358495","ODANS LIQUOR CARBONIS DETERGENS (COAL TAR 20%)"
"00663980","EXTRA STRENGTH TYLENOL SINUS PAIN AND CONGESTION DAYTIME (PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, ACETAMINOPHEN 500MG)"
"00315966","MINESTRIN 1/20 21 (NORETHINDRONE ACETATE 1MG, ETHINYL ESTRADIOL 20µG)"
"02241445","DACARBAZINE FOR INJECTION BP (DACARBAZINE 600MG)"
"02092832","METROGEL 0.75% (METRONIDAZOLE 0.75%)"
"02242974","RATIO-METFORMIN (METFORMIN HYDROCHLORIDE 500MG)"
"02242979","ROGITINE (PHENTOLAMINE MESYLATE 10MG)"
"02242977","GENTEAL GEL (HYPROMELLOSE 0.3%)"
"02242978","METHOXISAL EXTRA STRENGTH (METHOCARBAMOL 400MG, ACETYLSALICYLIC ACID 500MG)"
"02264412","EUTHYROX (LEVOTHYROXINE SODIUM 137µG)"
"02242971","AMIKACIN SULFATE INJECTION USP (AMIKACIN (AMIKACIN SULFATE) 250MG)"
"02242970","CLINDASOL (CLINDAMYCIN (CLINDAMYCIN PHOSPHATE) 1.0%, AVOBENZONE 2.0%, OCTINOXATE 7.5%)"
"02177854","DOM-CEPHALEXIN - TAB 500MG (CEPHALEXIN 500MG)"
"02320894","MARY KAY TINTED LIP BALM SUNSCREEN SPF 15 (ZINC OXIDE 8.0%, OCTOCRYLENE 3.0%, OXYBENZONE 5.0%, OCTINOXATE 5.0%)"
"02290855","X3 CLEAN FOAMING HAND SANITIZER (BENZALKONIUM CHLORIDE 0.13%)"
"01949055","MORPHINE-EPD INJECTION 1MG/ML USP (MORPHINE SULFATE 1MG)"
"02330180","NATURALYTE H-230 (DEXTROSE 98.99G, POTASSIUM CHLORIDE 3.35G, SODIUM CHLORIDE 263G, ACETIC ACID 10.8G, MAGNESIUM CHLORIDE 3.43G, CALCIUM CHLORIDE 9.92G)"
"02292998","APO-CEFPROZIL (CEFPROZIL (CEFPROZIL MONOHYDRATE) 250MG)"
"00836273","LUPRON DEPOT (LEUPROLIDE ACETATE 7.5MG)"
"00399736","L-ARGININE HYDROCHLORIDE INJECTION (ARGININE HYDROCHLORIDE 250MG)"
"02242984","HYDROVAL CREAM 0.2% (HYDROCORTISONE VALERATE 0.2%)"
"02242985","HYDROVAL OINTMENT 0.2% (HYDROCORTISONE VALERATE 0.2%)"
"02241457","LAURA LINE ANTIBACTERIAL SOAP (TRICLOSAN 0.3%)"
"02242986","OPTIMARK (GADOVERSETAMIDE 330.9MG)"
"02353288","TARO-CICLOPIROX (CICLOPIROX 8%)"
"02177862","DOM-CEPHALEXIN 125 - SUS 125MG/5ML (CEPHALEXIN 125MG)"
"02242987","DIAMICRON MR (GLICLAZIDE 30MG)"
"02373912","JAMP-INDAPAMIDE (INDAPAMIDE 2.5MG)"
"02242988","COPPERTONE SPORT LOTION SPF 30 (OXYBENZONE 4.0%, OCTISALATE 5.0%, HOMOSALATE 9.0%, OCTINOXATE 7.5%)"
"02264420","EUTHYROX (LEVOTHYROXINE SODIUM 150µG)"
"02246921","BOBBI BROWN LIP BALM SPF 15 (OCTISALATE 3.5%, OCTINOXATE 7.5%)"
"02290863","DAYTIME COLD/FLU MEDICINE (PHENYLEPHRINE HYDROCHLORIDE 10MG, ACETAMINOPHEN 650MG, DEXTROMETHORPHAN HYDROBROMIDE 20MG)"
"02330199","NATURALYTE H-206 (DEXTROSE 49.49G, POTASSIUM CHLORIDE 10.06G, SODIUM CHLORIDE 263G, ACETIC ACID 10.8G, MAGNESIUM CHLORIDE 3.43G, CALCIUM CHLORIDE 9.92G)"
"02242980","ANTIZOL (FOMEPIZOLE 1G)"
"00640468","HEPARIN LOCK FLUSH SOLUTION INJ 10UNIT/ML (HEPARIN SODIUM 10UNIT)"
"02325306","DILTIAZEM TZ (DILTIAZEM HYDROCHLORIDE 120MG)"
"01949047","MORPHINE-EPD INJECTION 0.5MG/ML USP (MORPHINE SULFATE 0.5MG)"
"00037788","SODIUM CHLORIDE INJECTION 0.45% (SODIUM CHLORIDE 4.5MG)"
"02330121","RAN-FENTANYL MATRIX PATCH (FENTANYL 50µG)"
"02353253","GABAPENTIN (GABAPENTIN 300MG)"
"02242999","BALMINIL NIGHT-TIME (DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG, AMMONIUM CHLORIDE 125MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"00399728","DIAZEPAM INJECTION USP (DIAZEPAM 5MG)"
"02100509","NOVO-FLURPROFEN FC TABLET 50MG (FLURBIPROFEN 50MG)"
"02182858","NU-LEVOCARB - TABLETS 25 MG/250 MG (CARBIDOPA 25MG, LEVODOPA 250MG)"
"00785261","PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML (DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE) 1MG)"
"00037796","SODIUM CHLORIDE INJ 9MG/ML (SODIUM CHLORIDE 9MG)"
"02264404","EUTHYROX (LEVOTHYROXINE SODIUM 125µG)"
"02100517","NOVO-FLURPROFEN FC TABLET 100MG (FLURBIPROFEN 100MG)"
"02046210","LUTREPULSE PWS 0.8MG/VIAL (GONADORELIN ACETATE 0.8MG)"
"02263351","MYLAN-TOPIRAMATE (TOPIRAMATE 25MG)"
"02342421","EVERYTHING BUTT (ZINC OXIDE 5%, WHITE PETROLATUM 88.7%)"
"02278170","TRIAMINIC NIGHTTIME COUGH AND COLD (PHENYLEPHRINE HYDROCHLORIDE 2.5MG, DIPHENHYDRAMINE HYDROCHLORIDE 6.25MG)"
"02353261","GABAPENTIN (GABAPENTIN 400MG)"
"02177897","APO-CLONAZEPAM - TAB 2MG (CLONAZEPAM 2MG)"
"02353237","LOVASTATIN (LOVASTATIN 40MG)"
"02330148","RAN-FENTANYL MATRIX PATCH (FENTANYL 75µG)"
"02182874","COZAAR (LOSARTAN POTASSIUM 50MG)"
"02241407","ALOCRIL (NEDOCROMIL SODIUM 2%)"
"02046245","PREVORA STAGE 1 (CHLORHEXIDINE ACETATE 10%)"
"02008149","VICKS SINEX DECONGESTANT NASAL SPRAY 0.05% (OXYMETAZOLINE HYDROCHLORIDE .05%)"
"02331284","AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 5MG)"
"02330156","RAN-FENTANYL MATRIX PATCH (FENTANYL 100µG)"
"02241411","UROMITEXAN (MESNA 100MG)"
"02353245","GABAPENTIN (GABAPENTIN 100MG)"
"00806668","SOOTHE AID LOZ 2.4MG (HEXYLRESORCINOL 2.4MG)"
"02182866","DALACIN C 300 MG (CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE) 300MG)"
"02175576","DRIXORAL SYRUP (DEXBROMPHENIRAMINE MALEATE 1.5MG, PSEUDOEPHEDRINE SULFATE 30MG)"
"02331292","AMLODIPINE (AMLODIPINE (AMLODIPINE BESYLATE) 10MG)"
"00496723","FUROSEMIDE 20 TAB (FUROSEMIDE 20MG)"
"00873187","OXYGEN 99% USP (OXYGEN 99%)"
"02353210","ETIDROCAL (ETIDRONATE DISODIUM 400MG, CALCIUM (CALCIUM CARBONATE) 500MG)"
"02285061","TEVA-LISINOPRIL (TYPE P) (LISINOPRIL 5MG)"
"02263386","MYLAN-TOPIRAMATE (TOPIRAMATE 200MG)"
"02201712","BALMINIL DM + EXPECTORANT (GUAIFENESIN 100MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02278146","PROVON MEDICATED FOAM HANDWASH WITH ADVANCED MOISTURIZERS (TRICLOSAN 0.3%)"
"02144263","TEVA-TRAZODONE (TRAZODONE HYDROCHLORIDE 50MG)"
"00476420","COLY-MYCIN M PARENTERAL (COLISTIN (COLISTIMETHATE SODIUM) 150MG)"
"02353229","LOVASTATIN (LOVASTATIN 20MG)"
"02020939","SCLERODEX (DEXTROSE 250MG, SODIUM CHLORIDE 100MG)"
"02290804","CLINIQUE ACNE SOLUTIONS EMERGENCY LOTION (BENZOYL PEROXIDE 5.0%)"
"02144271","TEVA-TRAZODONE (TRAZODONE HYDROCHLORIDE 100MG)"
"00880140","PMS-DOCUSATE SODIUM DROPS 10MG/ML (DOCUSATE SODIUM 10MG)"
"00873195","CETRIMIDE TINCTURE 0.5% (CETRIMONIUM BROMIDE .5%)"
"00640409","MEPERIDINE HYDROCHLORIDE INJECTION 10MG/ML USP (MEPERIDINE HYDROCHLORIDE 10MG)"
"02278138","MICRELL ANTIBACTERIAL FOAM HANDWASH (CHLOROXYLENOL 0.5%)"
"02182882","COZAAR (LOSARTAN POTASSIUM 100MG)"
"02325373","PMS-BUPROPION SR (BUPROPION HYDROCHLORIDE 100MG)"
"02048507","NOVO-DIFLUNISAL TAB 500MG (DIFLUNISAL 500MG)"
"00800686","Z-PLUS SHAMPOO (PYRITHIONE ZINC 2%, MENTHOL 0.3%)"
"02285088","TEVA-LISINOPRIL (TYPE P) (LISINOPRIL 10MG)"
"02330105","RAN-FENTANYL MATRIX PATCH (FENTANYL 12µG)"
"02263378","MYLAN-TOPIRAMATE (TOPIRAMATE 100MG)"
"02325381","APO-RAMIPRIL (RAMIPRIL 15MG)"
"02330113","RAN-FENTANYL MATRIX PATCH (FENTANYL 25µG)"
"00779237","BACTI-STAT 0.3% (TRICLOSAN 0.3%)"
"02285096","TEVA-LISINOPRIL (TYPE P) (LISINOPRIL 20MG)"
"02278154","PRIME SOURCE ANTIBACTERIAL FOAM SOAP (TRICLOSAN 0.3%)"
"02353202","QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)"
"02144298","TEVA-TRAZODONE (TRAZODONE HYDROCHLORIDE 150MG)"
"00575178","HISTANTIL TAB 25MG (PROMETHAZINE HYDROCHLORIDE 25MG)"
"02100479","VERELAN (VERAPAMIL HYDROCHLORIDE 120MG)"
"02320908","RATIO-MEMANTINE (MEMANTINE HYDROCHLORIDE 10MG)"
"02173360","MYLAN-SALBUTAMOL STERINEBS P.F. (SALBUTAMOL (SALBUTAMOL SULFATE) 2MG)"
"02285150","TOBRAMYCIN FOR INJECTION U.S.P. (TOBRAMYCIN (TOBRAMYCIN SULFATE) 1.2G)"
"02247997","SINGULAIR (MONTELUKAST (MONTELUKAST SODIUM) 4MG)"
"02247998","SERC (BETAHISTINE HYDROCHLORIDE 24MG)"
"00806714","EYE DROPS 0.5MG/ML (TETRAHYDROZOLINE HYDROCHLORIDE .5MG)"
"02309254","NIASPAN FCT (NICOTINIC ACID 500MG)"
"02285142","SUN DEFENSE SPF 30 (TITANIUM DIOXIDE 4.0%, OCTISALATE 3.0%, OCTINOXATE 7.5%, BENZOPHENONE 3.0%)"
"02173352","NU-CLONAZEPAM - TAB 2MG (CLONAZEPAM 2MG)"
"00575186","HISTANTIL TAB 50MG (PROMETHAZINE HYDROCHLORIDE 50MG)"
"02247980","RODAN & FIELDS PROACTIV SOLUTION:  OIL FREE MOISTURE WITH SPF 15 (ZINC OXIDE 2.85%, OCTINOXATE 7.5%)"
"02309262","NIASPAN FCT (NICOTINIC ACID 750MG)"
"00865850","NU-INDO CAP 25MG (INDOMETHACIN 25MG)"
"00030678","SOLU-MEDROL (METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE) 500MG)"
"02285177","APO-METOPROLOL SR (METOPROLOL TARTRATE 200MG)"
"00575151","PMS-THEOPHYLLINE ELIXIR (THEOPHYLLINE 80MG)"
"02182904","PREGNYL (CHORIONIC GONADOTROPIN 10000UNIT, WATER 10ML)"
"02309289","NIASPAN FCT (NICOTINIC ACID 1000MG)"
"02024284","NOVOLIN GE TORONTO PENFILL (INSULIN INJECTION HUMAN BIOSYNTHETIC 100UNIT)"
"02129043","ORGARAN (DANAPAROID SODIUM 750UNIT)"
"02173344","NU-CLONAZEPAM - TAB 0.5MG (CLONAZEPAM .5MG)"
